m112,m122,m222,lam1,lam2,lam3,lam4,lam5,nvev1,nvev2,nvev3,cbvev1,cbvev2,cbvev3
-48364.774541703  ,-2817.13083267272  ,-47588.9968143955,1.67861007990107    ,1.62541746619597   ,1.65085807549814    ,0.974641658399864  ,-0.676555448206451   ,82.6216446000565  ,-231.710301548252 ,0,122.589438468986    ,-155.479531281911 ,-144.418273998584
-46102.2289999873 ,-1.87136295785677  ,-4746.06610626125,16.7291355776184    ,0.168415968134711  ,1.66109823215457    ,0.759399738525771  ,-0.643976477594819   ,34.059958896122   ,-243.630702498668 ,0,-0.825930443170535  ,39.4682221319504  ,81.5337570388241
-36851.8815510808 ,-661.379042891698  ,-38944.217638101 ,1.22276668918466    ,1.3253786096034    ,1.21900747553863    ,0.402954847335302  ,-0.223040791099664   ,37.9768718665638  ,-243.050935409084 ,0,-36.6871218107689   ,203.63117634854   ,139.408261047945
-46535.7399454379 ,-154.001074769418  ,-36311.1579203829,1.67622714894518    ,1.01900519930866   ,1.30686894104521    ,0.91040913032271   ,-0.897520159328186   ,216.067681627353  ,-117.604238682883 ,0,107.358908889273    ,-227.141707566646 ,-76.2637530128262
-58148.6397784018 ,-51.2285309564302  ,-43189.9241534425,2.50244852996786    ,1.3946360953797    ,1.85604223265617    ,0.592237300306317  ,-0.561572998875399   ,97.9784483221898  ,225.646235653015  ,0,179.664581238105    ,-18.7651700385735 ,123.530275296794
-28136.0499516896 ,-77.9847061994645  ,-34463.3302923661,0.938338474804078   ,1.39366735955953   ,1.12665507579933    ,0.632344342415357  ,-0.596937969596596   ,230.615706287645  ,-85.6294109138367 ,0,-23.4320458684449   ,192.200186988962  ,-131.717081088997
-30333.8792777439 ,-94.0768525725571  ,-47635.9751128714,0.999922414443564   ,2.45948232777388   ,1.5570188501791     ,0.900426089527029  ,-0.89153985657941    ,235.342939021166  ,71.6219313679793  ,0,-123.640776928458   ,174.550075657855  ,24.3297697936842
-22727.4038446858 ,64.8218124685971   ,-19933.443957176 ,0.880934869970124   ,0.68229443945394   ,0.771856385912117   ,0.661643336335968  ,-0.642851310260268   ,44.7118553115336  ,241.902563017841  ,0,101.864404184143    ,69.2609996828822  ,-197.826214273381
-4903.0350914073  ,108.327990972765   ,-24753.2489664894,0.157018271579006   ,8.3914224852908    ,0.750934873316726   ,0.063934768808368  ,-0.0364913224749913  ,243.656112333313  ,-33.8777053918313 ,0,183.95298925433     ,47.2968882169695  ,-148.13405344514
-58284.3082738404 ,943.558783472492   ,-44135.193337453 ,2.46361745211839    ,1.43637823511744   ,1.85012484349341    ,0.91875275478153   ,-0.769895413770148   ,96.3366443105987  ,226.352050936088  ,0,104.769425654305    ,121.801861097277  ,163.813516249493
-70363.2080356477 ,1195.64802652611   ,-9285.80413423876,11.8585791471851    ,0.201504934285119  ,1.57115762246928    ,0.797882464173581  ,-0.588548561869741   ,77.2601008031269  ,233.552728144825  ,0,68.8826481623711    ,166.165604636522  ,-68.8347420487358
