t,veff,vtree
-0.2,-130452198.163086,-178339300.500657
-0.192964824120603,-138370333.756592,-185576431.407937
-0.185929648241206,-145915878.532394,-192438881.950336
-0.178894472361809,-153098093.933262,-198935814.746828
-0.171859296482412,-159926142.120047,-205076298.5699
-0.164824120603015,-166409086.285852,-210869308.345559
-0.157788944723618,-172555891.001446,-216323725.15333
-0.150753768844221,-178375422.597055,-221448336.226254
-0.143718592964824,-183876449.586738,-226251834.950892
-0.136683417085427,-189067643.142934,-230742820.867322
-0.12964824120603,-193957577.630515,-234929799.669139
-0.122613065326633,-198554731.211956,-238821183.203456
-0.115577889447236,-202867486.538166,-242425289.470905
-0.108542713567839,-206904131.543414,-245750342.625636
-0.101507537688442,-210672860.367999,-248804472.975313
-0.0944723618090453,-214181774.439351,-251595716.981123
-0.0874371859296483,-217438883.752018,-254132017.257768
-0.0804020100502513,-220452108.400746,-256421222.573467
-0.0733668341708543,-223229280.440614,-258471087.84996
-0.0663316582914573,-225778146.177465,-260289274.162501
-0.0592964824120603,-228106369.036399,-261883348.739864
-0.0522613065326633,-230221533.226489,-263260784.964342
-0.0452261306532664,-232131148.536134,-264428962.371742
-0.0381909547738694,-233842656.7964,-265395166.651393
-0.0311557788944724,-235363440.930579,-266166589.646138
-0.0241206030150754,-236700838.295517,-266750329.352341
-0.0170854271356784,-237862161.889122,-267153389.919882
-0.0100502512562814,-238854738.496632,-267382681.652159
-0.00301507537688445,-239685996.983902,-267445021.006088
0.00402010050251253,-240363872.166762,-267347130.592103
0.0110552763819095,-240895782.183799,-267095639.174156
0.0180904522613065,-241288010.21843,-266697081.669716
0.0251256281407035,-241548326.287269,-266157899.149771
0.0321608040201005,-241684849.123501,-265484438.838825
0.0391959798994975,-241705913.860352,-264682954.114901
0.0462311557788944,-241613706.352337,-263759604.50954
0.0532663316582914,-241409200.766077,-262720455.7078
0.0603015075376884,-241095742.377458,-261571479.548258
0.0673366834170854,-240677315.125963,-260318554.023007
0.0743718592964824,-240158208.074257,-258967463.27766
0.0814070351758794,-239542878.168599,-257523897.611346
0.0884422110552763,-238835877.794682,-255993453.476712
0.0954773869346733,-238041810.924604,-254381633.479924
0.10251256281407,-237165304.03092,-252693846.380665
0.109547738693467,-236210985.414341,-250935407.092136
0.116582914572864,-235183469.632058,-249111536.681055
0.123618090452261,-234087345.127098,-247227362.367659
0.130653266331658,-232927163.887073,-245287917.525701
0.137688442211055,-231707432.375502,-243298141.682455
0.144723618090452,-230432603.250688,-241262880.51871
0.151758793969849,-229107067.607537,-239186885.868773
