t,veff,vtree
-0.2,-162140295.07393,-190871187.432847
-0.192964824120603,-187358679.593135,-216009847.76432
-0.185929648241206,-211291013.756657,-239873348.443706
-0.178894472361809,-233970408.229951,-262492780.151504
-0.171859296482412,-255429606.054285,-283898915.819872
-0.164824120603015,-275700983.700073,-304122210.632626
-0.157788944723618,-294816552.221218,-323192802.025237
-0.150753768844221,-312807958.528143,-341140509.684839
-0.143718592964824,-329706486.801161,-357994835.550221
-0.136683417085427,-345543060.071064,-373784963.811832
-0.12964824120603,-360348242.000452,-388539760.911777
-0.122613065326633,-374152238.908149,-402287775.543823
-0.115577889447236,-386984902.09073,-415057238.65339
-0.108542713567839,-398875730.510913,-426876063.437561
-0.101507537688442,-409853873.944119,-437771845.345073
-0.0944723618090453,-419948136.704504,-447771862.076325
-0.0874371859296483,-429186982.114319,-456903073.583372
-0.0804020100502513,-437598537.942312,-465192122.069927
-0.0733668341708543,-445210603.128829,-472665331.991363
-0.0663316582914573,-452050656.256246,-479348710.054709
-0.0592964824120603,-458145866.446859,-485267945.218654
-0.0522613065326633,-463523107.739174,-490448408.693544
-0.0452261306532664,-468208978.632747,-494915153.941383
-0.0381909547738694,-472229829.668019,-498692916.675834
-0.0311557788944724,-475611804.243852,-501806114.862219
-0.0241206030150754,-478380903.007732,-504278848.717516
-0.0170854271356784,-480563095.130809,-506134900.710362
-0.0100502512562814,-482184540.476032,-507397735.561054
-0.00301507537688445,-483272177.070111,-508090500.241544
0.00402010050251253,-483856873.139629,-508236023.975445
0.0110552763819095,-483963371.032074,-507856818.238026
0.0180904522613065,-483610944.437032,-506975076.756216
0.0251256281407035,-482820102.484406,-505612675.508602
0.0321608040201005,-481605296.735226,-503791172.725427
0.0391959798994975,-479986162.797007,-501531808.888595
0.0462311557788944,-477978355.590394,-498855506.731665
0.0532663316582914,-475598793.408828,-495782871.239859
0.0603015075376884,-472865506.479787,-492334189.650053
0.0673366834170854,-469797181.524596,-488529431.450781
0.0743718592964824,-466414273.759711,-484388248.382239
0.0814070351758794,-462733838.85601,-479929974.436278
0.0884422110552763,-458770154.235762,-475173625.856408
0.0954773869346733,-454539175.187408,-470137901.137797
0.10251256281407,-450057143.062008,-464841181.027271
0.109547738693467,-445340315.85671,-459301528.523316
0.116582914572864,-440404860.315378,-453536688.876074
0.123618090452261,-435266793.639912,-447564089.587345
0.130653266331658,-429941946.857869,-441400840.410589
0.137688442211055,-424445939.589914,-435063733.350924
0.144723618090452,-418794161.584034,-428569242.665125
0.151758793969849,-413001758.619609,-421933524.861625
0.158793969849246,-407083621.416668,-415172418.700517
0.165829145728643,-401054376.716695,-408301445.19355
0.17286432160804,-394928379.998368,-401335807.604133
0.179899497487437,-388719709.469433,-394290391.447332
0.186934673366834,-382442161.08884,-387179764.489872
0.193969849246231,-376109244.449001,-380018176.750135
0.201005025125628,-369734179.402015,-372819560.498163
0.208040201005025,-363329893.354974,-365597530.255654
0.215075376884422,-356909019.194349,-358365382.795966
0.222110552763819,-350483893.832802,-351136097.144115
0.229145728643216,-344066557.409018,-343922334.576774
0.236180904522613,-337668753.219458,-336736438.622276
0.24321608040201,-331301928.532283,-329590435.060609
0.250251256281407,-324977236.550725,-322496031.923423
0.257286432160804,-318705540.002431,-315464619.494024
0.264321608040201,-312497417.237902,-308507270.307376
0.271356783919598,-306363172.588125,-301634739.150103
0.278391959798995,-300312854.808699,-294857463.060484
0.285427135678392,-294356293.293325,-288185561.328461
0.292462311557789,-288503183.069394,-281628835.495629
0.299497487437186,-282763382.638884,-275196769.355244
0.306532663316583,-277148031.671588,-268898528.952221
0.31356783919598,-271662816.103642,-262742962.583131
0.320603015075377,-266313089.215,-256738600.796203
0.327638190954774,-261105340.30634,-250893656.391327
0.334673366834171,-256046207.401112,-245216024.420049
0.341708542713568,-251142279.192354,-239713282.185573
0.348743718592965,-246400010.928323,-234392689.242762
0.355778894472362,-241825678.918491,-229261187.398138
0.362814070351759,-237425352.384638,-224325400.709879
0.369849246231156,-233204874.454165,-219591635.487823
0.376884422110553,-229169848.514582,-215065880.293465
0.38391959798995,-225325627.96448,-210753805.939959
0.390954773869347,-221677308.247304,-206660765.492118
0.397989949748744,-218229720.493168,-202791794.26641
0.405025125628141,-214987426.337895,-199151609.830965
0.412060301507538,-211954713.6322,-195744612.005568
0.419095477386935,-209135592.84292,-192574882.861666
0.426130653266332,-206533794.005533,-189646186.722359
0.433165829145729,-204152764.125494,-186961970.16241
0.440201005025126,-201995664.952246,-184525362.008238
0.447236180904522,-200065371.068399,-182339173.337919
0.45427135678392,-198364468.250048,-180405897.48119
0.461306532663317,-196895252.064252,-178727710.019444
0.468341708542713,-195659726.677266,-177306468.785734
0.475376884422111,-194659603.853053,-176143713.864769
0.482412060301507,-193896302.126303,-175240667.592917
0.489447236180904,-193370946.13803,-174598234.558206
0.496482412060301,-193084366.125064,-174217001.600319
0.503517587939698,-193037097.557604,-174097237.8106
0.510552763819095,-193229380.921545,-174238894.53205
0.517587939698492,-193661161.644712,-174641605.359328
0.524623115577889,-194332090.168564,-175304686.138751
0.531658291457286,-195241522.169359,-176227134.968294
0.538693467336683,-196388518.935458,-177407632.197593
0.54572864321608,-197771847.910426,-178844540.427938
0.552763819095477,-199389983.415036,-180535904.512279
0.559798994974874,-201241107.565427,-182479451.555226
0.566834170854271,-203323111.409748,-184672590.913045
0.573869346733668,-205633596.312038,-187112414.193659
0.580904522613065,-208169875.620333,-189795695.256653
0.587939698492462,-210928976.666897,-192718890.213267
0.594974874371859,-213907643.163062,-195878137.4264
0.602010050251256,-217102338.071338,-199269257.51061
0.609045226130653,-220509247.065769,-202887753.332112
0.61608040201005,-224124282.732503,-206728810.008781
0.623115577889447,-227943089.723509,-210787294.910147
0.630150753768844,-231961051.170147,-215057757.657402
0.637185929648241,-236173296.813145,-219534430.123394
0.644221105527638,-240574713.556284,-224211226.432629
0.651256281407035,-245159959.594488,-229081742.961271
0.658291457286432,-249923484.107014,-234139258.337144
0.665326633165829,-254859556.244998,-239376733.439729
0.672361809045226,-259962311.195033,-244786811.400166
0.679396984924623,-265225832.305612,-250361817.60125
0.68643216080402,-270644329.167784,-256093759.677439
0.693467336683417,-276212758.408166,-261974327.514846
0.700502512562814,-281928051.117576,-267994893.251242
0.707537688442211,-287779801.263009,-274146511.276058
0.714572864321608,-293758014.327597,-280419918.230383
0.721608040201005,-299853277.120147,-286805533.006963
0.728643216080402,-306056084.369792,-293293456.750202
0.735678391959799,-312356693.713533,-299873472.856164
0.742713567839196,-318745077.098551,-306535046.97257
0.749748743718593,-325210903.075858,-313267326.998798
0.75678391959799,-331743527.01648,-320059143.085887
0.763819095477387,-338331985.996803,-326899007.636531
0.770854271356784,-344964996.399587,-333775115.305086
0.777889447236181,-351630953.16988,-340675342.997562
0.784924623115578,-358317930.14674,-347587249.87163
0.791959798994975,-365013681.144237,-354498077.336618
0.798994974874372,-371705641.595278,-361394749.053513
0.806030150753769,-378380930.654609,-368263870.93496
0.813065326633166,-385026353.710082,-375091731.145262
0.820100502512563,-391628405.28791,-381864300.100378
0.82713567839196,-398173272.365975,-388567230.46793
0.834170854271357,-404646838.134176,-395185857.167194
0.841206030150754,-411034686.265873,-401705197.369106
0.848241206030151,-417322105.79287,-408109950.49626
0.855276381909548,-423494096.711728,-414384498.222908
0.862311557788945,-429535376.496626,-420512904.474959
0.869346733668342,-435430387.76107,-426478915.429983
0.876381909547739,-441163307.410847,-432265959.517207
0.883417085427136,-446718057.787079,-437857147.417513
0.890452261306533,-452078320.557051,-443235272.063447
0.89748743718593,-457227554.567136,-448382808.639208
0.904522613065327,-462149019.74662,-453281914.580656
0.911557788944724,-466825811.014105,-457914429.575309
0.91859296482412,-471240910.733643,-462261875.562341
0.925628140703518,-475377282.380764,-466305456.732588
0.932663316582915,-479218092.182706,-470026059.528541
0.939698492462312,-482747846.062267,-473404252.64435
0.946733668341708,-485949218.821474,-476420287.025824
0.953768844221105,-488801424.42193,-479054095.870429
0.960804020100502,-491285280.6498,-481285294.62729
0.9678391959799,-493382217.289855,-483093180.99719
0.974874371859296,-495074403.419179,-484456734.932571
0.981909547738693,-496345862.604282,-485354618.63753
0.98894472361809,-497182415.917069,-485765176.567826
0.995979899497487,-497573765.346012,-485666435.430875
1.00301507537688,-497493797.088814,-485036104.185751
1.01005025125628,-496908455.468944,-483851574.043184
1.01708542713568,-495789506.886658,-482089918.465567
1.02412060301508,-494110065.512945,-479727893.166947
1.03115577889447,-491843658.177376,-476741936.11303
1.03819095477387,-488963892.299785,-473108167.521182
1.04522613065327,-485444296.099961,-468802389.860425
1.05226130653266,-481258229.079485,-463800087.85144
1.05929648241206,-476378826.813602,-458076428.466568
1.06633165829146,-470778964.529686,-451606260.929805
1.07336683417085,-464431231.83878,-444364116.716807
1.08040201005025,-457307914.501908,-436324209.554888
1.08743718592965,-449380980.84841,-427460435.423021
1.09447236180905,-440622071.389881,-417746372.551834
1.10150753768844,-431002490.699082,-407155281.423617
1.10854271356784,-420493200.936959,-395660104.772317
1.11557788944724,-409064816.606043,-383233467.583537
1.12261306532663,-396687600.234198,-369847677.094542
1.12964824120603,-383331458.776167,-355474722.794252
1.13668341708543,-368965940.577171,-340086276.423247
1.14371859296482,-353560232.782477,-323653691.973763
1.15075376884422,-337083159.105017,-306148005.689697
1.15778894472362,-319503177.88356,-287539936.066604
1.16482412060301,-300788380.378925,-267799883.851694
1.17185929648241,-280906489.266977,-246897932.043838
1.17889447236181,-259824857.295575,-224803845.893564
