t,veff,vtree
-0.2,-54515582.3176456,-86782199.0032936
-0.192964824120603,-55452939.9192005,-87498061.8702634
-0.185929648241206,-56357115.4096011,-88179039.6483919
-0.178894472361809,-57228885.3831442,-88825911.8950988
-0.171859296482412,-58069016.8441785,-89439450.4368037
-0.164824120603015,-58878267.2421398,-90020419.3689263
-0.157788944723618,-59657384.5072122,-90569575.0558861
-0.150753768844221,-60407107.0866555,-91087666.1311031
-0.143718592964824,-61128163.981843,-91575433.4969967
-0.136683417085427,-61821274.7860711,-92033610.3249868
-0.12964824120603,-62487149.7232028,-92462922.0554929
-0.122613065326633,-63126489.6872295,-92864086.3979347
-0.115577889447236,-63739986.2828509,-93237813.3307322
-0.108542713567839,-64328321.867197,-93584805.1013048
-0.101507537688442,-64892169.5928549,-93905756.2260724
-0.0944723618090453,-65432193.4523998,-94201353.4904547
-0.0874371859296483,-65949048.3247014,-94472275.9488713
-0.0804020100502513,-66443380.0233619,-94719194.9247422
-0.0733668341708543,-66915825.3477697,-94942774.010487
-0.0663316582914573,-67367012.1374451,-95143669.0675255
-0.0592964824120603,-67797559.33064,-95322528.2262775
-0.0522613065326633,-68208077.0286053,-95479991.8861627
-0.0452261306532664,-68599166.5676672,-95616692.7156009
-0.0381909547738694,-68971420.6024916,-95733255.652012
-0.0311557788944724,-69325423.2061116,-95830297.9018157
-0.0241206030150754,-69661749.9964723,-95908428.9404318
-0.0170854271356784,-69980968.3078116,-95968250.5122801
-0.0100502512562814,-70283637.4447607,-96010356.6307805
-0.00301507537688445,-70570309.1086256,-96035333.5783529
0.00402010050251253,-70841528.2551655,-96043759.9064169
0.0110552763819095,-71097835.4888786,-96036206.4353925
0.0180904522613065,-71339780.5375496,-96013236.2546996
0.0251256281407035,-71567872.8892257,-95975404.7227579
0.0321608040201005,-71782582.9412172,-95923259.4669874
0.0391959798994975,-71984392.4925998,-95857340.383808
0.0462311557788944,-72173780.2896058,-95778179.6386394
0.0532663316582914,-72351219.3980923,-95686301.6659017
0.0603015075376884,-72517176.2924209,-95582223.1690146
0.0673366834170854,-72672110.4428394,-95466453.1203982
0.0743718592964824,-72816474.1096077,-95339492.7614722
0.0814070351758794,-72950712.2412961,-95201835.6026567
0.0884422110552763,-73075262.4333348,-95053967.4233715
0.0954773869346733,-73190554.9257102,-94896366.2720366
0.10251256281407,-73297012.6291217,-94729502.4660719
0.109547738693467,-73395051.1743841,-94553838.5918975
0.116582914572864,-73485078.9832212,-94369829.5049331
0.123618090452261,-73567497.3611403,-94177922.3295988
0.130653266331658,-73642700.6155175,-93978556.4593146
0.137688442211055,-73711076.2050013,-93772163.5565004
0.144723618090452,-73773004.9306065,-93559167.5525763
0.151758793969849,-73828861.1857541,-93339984.6479622
0.158793969849246,-73879013.2946245,-93115023.312078
0.165829145728643,-73923823.9913414,-92884684.2833439
0.17286432160804,-73963651.1411612,-92649360.5691798
0.179899497487437,-73998848.9203923,-92409437.4460059
0.186934673366834,-74029769.9979103,-92165292.4592419
0.193969849246231,-74056770.4760659,-91917295.4233081
0.201005025125628,-74080227.8103681,-91665808.4216245
0.208040201005025,-74100581.9857877,-91411185.806611
0.215075376884422,-74118006.1128683,-91153774.1996878
0.222110552763819,-74132714.8260706,-90893912.4912749
0.229145728643216,-74144986.1610699,-90631931.8407925
0.236180904522613,-74155175.7123128,-90368155.6766605
0.24321608040201,-74163513.7731698,-90102899.6962992
0.250251256281407,-74170196.6730731,-89836471.8661284
0.257286432160804,-74175467.2768033,-89569172.4215686
0.264321608040201,-74179411.3421484,-89301293.8670394
0.271356783919598,-74182187.4545124,-89033120.9759614
0.278391959798995,-74183978.1838303,-88764930.7907544
0.285427135678392,-74184975.419561,-88496992.6228388
0.292462311557789,-74185375.1399517,-88229568.0526345
0.299497487437186,-74185374.7003677,-87962910.9295617
0.306532663316583,-74185171.1737268,-87697267.3720407
0.31356783919598,-74184960.2299304,-87432875.7674914
0.320603015075377,-74184935.3277538,-87169966.7723342
0.327638190954774,-74185287.1037245,-86908763.3119893
