t,veff,vtree
-0.2,-440928893.878182,-444368909.759869
-0.192964824120603,-457040759.910994,-461119153.267594
-0.185929648241206,-472320044.407893,-477041918.576263
-0.178894472361809,-486788677.086565,-492157142.390606
-0.171859296482412,-500468332.195949,-506484558.567678
-0.164824120603015,-513380429.430006,-520043698.116869
-0.157788944723618,-525546134.918782,-532853889.199897
-0.150753768844221,-536986362.309906,-544934257.130814
-0.143718592964824,-547721773.956692,-556303724.376001
-0.136683417085427,-557772782.232753,-566981010.554173
-0.12964824120603,-567159550.997933,-576984632.436373
-0.122613065326633,-575901997.246724,-586332903.945977
-0.115577889447236,-584019792.978773,-595043936.158693
-0.108542713567839,-591532367.3423,-603135637.302557
-0.101507537688442,-598458909.116587,-610625712.75794
-0.0944723618090453,-604818369.620755,-617531665.057542
-0.0874371859296483,-610629466.165662,-623870793.886394
-0.0804020100502513,-615910686.208274,-629660196.08186
-0.0733668341708543,-620680292.430033,-634916765.633633
-0.0663316582914573,-624956329.054616,-639657193.683739
-0.0592964824120603,-628756629.865879,-643897968.526534
-0.0522613065326633,-632098828.620971,-647655375.608706
-0.0452261306532664,-635000372.946472,-650945497.529274
-0.0381909547738694,-637478543.500158,-653784214.039587
-0.0311557788944724,-639550481.491011,-656187202.043328
-0.0241206030150754,-641233230.33412,-658169935.596508
-0.0170854271356784,-642543803.365012,-659747685.907471
-0.0100502512562814,-643499306.063151,-660935521.336893
-0.00301507537688445,-644117198.706976,-661748307.397778
0.00402010050251253,-644416135.79347,-662200706.755465
0.0110552763819095,-644418617.687107,-662307179.227622
0.0180904522613065,-644136712.442185,-662081981.784248
0.0251256281407035,-643582838.832793,-661539168.547674
0.0321608040201005,-642770221.333625,-660692590.792563
0.0391959798994975,-641704396.585683,-659555896.945907
0.0462311557788944,-640393739.977543,-658142532.587032
0.0532663316582914,-638848253.991511,-656465740.447591
0.0603015075376884,-637078506.410375,-654538560.411574
0.0673366834170854,-635095321.69714,-652373829.515297
0.0743718592964824,-632909633.237533,-649984181.94741
0.0814070351758794,-630532398.353791,-647382049.048894
0.0884422110552763,-627974544.031459,-644579659.313059
0.0954773869346733,-625246929.795943,-641589038.385549
0.10251256281407,-622360321.055856,-638422009.064337
0.109547738693467,-619325369.264165,-635090191.29973
0.116582914572864,-616152596.751202,-631605002.194363
0.123618090452261,-612852384.895545,-627977656.003204
0.130653266331658,-609434964.768432,-624219164.133552
0.137688442211055,-605910409.675449,-620340335.145038
0.144723618090452,-602288629.206228,-616351774.749621
0.151758793969849,-598579364.53245,-612263885.811594
0.158793969849246,-594792184.792613,-608086868.347583
0.165829145728643,-590936484.487043,-603830719.52654
0.17286432160804,-587021481.895361,-599505233.669752
0.179899497487437,-583056218.642815,-595120002.250837
0.186934673366834,-579049560.720255,-590684413.895742
0.193969849246231,-575010201.586992,-586207654.382748
0.201005025125628,-570946668.659426,-581698706.642465
0.208040201005025,-566867336.0916,-577166350.757835
0.215075376884422,-562780451.303998,-572619163.964132
0.222110552763819,-558694199.686769,-568065520.648959
0.229145728643216,-554616947.849262,-563513592.352253
0.236180904522613,-550557875.085863,-558971347.76628
0.24321608040201,-546522232.778512,-554446552.735638
0.250251256281407,-542515502.771033,-549946770.257257
0.257286432160804,-538543718.787018,-545479360.480397
0.264321608040201,-534612959.638105,-541051480.706649
0.271356783919598,-530729240.835787,-536670085.389937
0.278391959798995,-526898468.582434,-532341926.136514
0.285427135678392,-523126415.341709,-528073551.704965
0.292462311557789,-519418705.135541,-523871308.006208
0.299497487437186,-515780803.957432,-519741338.103489
0.306532663316583,-512218013.173544,-515689582.212387
0.31356783919598,-508735464.807284,-511721777.700813
0.320603015075377,-505338118.083316,-507843459.089008
0.327638190954774,-502030756.854113,-504059958.049543
0.334673366834171,-498817987.668962,-500376403.407323
0.341708542713568,-495704238.32554,-496797721.139582
0.348743718592965,-492693756.793426,-493328634.375886
0.355778894472362,-489790610.430385,-489973663.398134
0.362814070351759,-486998685.433003,-486737125.640552
0.369849246231156,-484321686.477269,-483623135.6897
0.376884422110553,-481763136.514433,-480635605.28447
0.38391959798995,-479326376.694291,-477778243.316083
0.390954773869347,-477014566.392921,-475054555.828093
0.397989949748744,-474830683.325412,-472467846.016384
0.405025125628141,-472777523.726657,-470021214.229171
0.412060301507538,-470857702.585159,-467717557.967001
0.419095477386935,-469073653.916177,-465559571.882753
0.426130653266332,-467427631.061563,-463549747.781635
0.433165829145729,-465921707.004466,-461690374.621187
0.440201005025126,-464557774.687749,-459983538.511283
0.447236180904522,-463337547.325592,-458431122.714123
0.45427135678392,-462262558.69834,-457034807.644243
0.461306532663317,-461334163.421325,-455796070.868507
0.468341708542713,-460553537.179106,-454716187.106111
0.475376884422111,-459921676.917412,-453796228.228584
0.482412060301507,-459439400.986019,-453037063.259784
0.489447236180904,-459107349.226856,-452439358.375901
0.496482412060301,-458925983.002823,-452003576.905456
0.503517587939698,-458895585.164087,-451729979.329302
0.510552763819095,-459016259.949944,-451618623.280622
0.517587939698492,-459287932.825745,-451669363.54493
0.524623115577889,-459710350.255742,-451881852.060074
0.531658291457286,-460283079.414051,-452255537.916229
0.538693467336683,-461005507.83722,-452789667.355905
0.54572864321608,-461876843.02303,-453483283.773941
0.552763819095477,-462896111.981221,-454335227.717508
0.559798994974874,-464062160.742727,-455344136.886107
0.566834170854271,-465373653.834764,-456508446.131573
0.573869346733668,-466829073.72974,-457826387.458068
0.580904522613065,-468426720.276431,-459295990.022089
0.587939698492462,-470164710.122257,-460915080.132463
0.594974874371859,-472040976.135766,-462681281.250347
0.602010050251256,-474053266.838702,-464592013.989231
0.609045226130653,-476199145.857225,-466644496.114934
0.61608040201005,-478475991.402097,-468835742.545609
0.623115577889447,-480880995.78799,-471162565.351739
0.630150753768844,-483411165.002451,-473621573.756136
