mu              ,VN               ,VCB              ,m112             ,m122            ,m222             ,lam1            ,lam2            ,lam3            ,lam4             ,lam5             ,yt               ,gp               ,g                ,gs              ,nvev1           ,nvev2           ,nvev3                ,cbvev1          ,cbvev2          ,cbvev3
376.653266331658,-716220593.576836,-729251092.472033,-53353.2113033406,7838.42430665139,-45100.8304363067,2.26762850696697,1.50963920832711,1.90114736426269,0.597098890882978,0.452324787786425,1.01335057395753 ,0.350510355778132,0.650712640024616,1.11833723872418,70.7728224777716,231.333464889956,-2.63531490116698e-16,215.948695040693,72.0202193604113,-3.71484554047356e-12
379.165829145729,-716776554.464881,-729795381.398459,-53395.8395645765,7841.69251071404,-45145.5694801382,2.27069983418714,1.51164652640869,1.9039839058183 ,0.597857449284451,0.452933280442439,1.01307291635831 ,0.35052304792605 ,0.650677841159559,1.1179252485183 ,70.7586993805818,231.359850392056,7.72656827577332e-15 ,215.993432576849,72.0015495069612,1.51664092295462e-11
381.678391959799,-717330939.537525,-730338649.218267,-53438.2889925533,7844.94403576001,-45190.0986206329,2.2737598098147 ,1.51364693132914,1.9068092336881 ,0.598612862536831,0.453539302320598,1.01279737583276 ,0.350535657611132,0.650643277658381,1.11751642988665,70.7445984677907,231.386662818096,6.01842149358129e-15 ,216.038348141475,71.9829152035123,-1.32287386407934e-11
384.190954773869,-717883770.149267,-730880913.180341,-53480.5616365636,7848.17908450593,-45234.4203680842,2.27680856227589,1.51564049628007,1.90962347730893,0.599365167107109,0.454142881915488,1.01252392224596 ,0.350548185906838,0.650608946394849,1.11711073745072,70.730462940263 ,231.413982061854,8.20070813186428e-15 ,216.083440770253,71.9643153474601,2.04382142224176e-11
386.70351758794 ,-718435067.671389,-731422190.248369,-53522.6595091414,7851.39785587755,-45278.5371863445,2.2798462177189 ,1.51762729322726,1.9124267637842 ,0.600114398802203,0.454744047207945,1.01225252608737 ,0.350560633865743,0.650574844304367,1.11670812677554,70.71618316642  ,231.441966401567,6.94877137635013e-15 ,216.128709515642,71.9457488589386,1.26876093613436e-12
389.21608040201 ,-718984853.991972,-731962497.107774,-53564.5845869566,7854.60054510499,-45322.4514939834,2.28287290006891,1.51960739293877,1.91521921794094,0.600860592785161,0.45534282567762 ,1.01198315845389 ,0.350573002520083,0.650540968382367,1.11630855434408,70.7014199332269,231.471114791612,-5.10918933202943e-13,216.174153446609,71.9272146802422,-1.65832297907219e-13
391.72864321608 ,-719533153.570088,-732501850.172436,-53606.3388116829,7857.78734381509,-45366.1656654096,2.28588873108142,1.52158086501221,1.91800096238521,0.60160378359086 ,0.455939244315165,1.01171579103352 ,0.350585292882272,0.650507315682755,1.11591197753239,70.6859240031782,231.501792802946,-4.27116376947945e-13,216.219771648361,71.9087117752647,4.07175124218055e-13
394.241206030151,-720079983.20319 ,-733040265.591218,-53647.9240908387,7860.95844012069,-45409.6820319581,2.28889383039402,1.52354777790119,1.92077211755569,0.602344005141215,0.45653332963404 ,1.01145039608954 ,0.350597505945407,0.650473883316405,1.11551835458571,70.6718985243181,231.530726808334,-8.84970818673397e-14,216.265563222077,71.8902391289549,-1.60453956013351e-11
396.753768844221,-720625358.479234,-733577759.254286,-53689.3422986025,7864.11401870736,-45453.0028829435,2.29188831557656,1.5255081989411 ,1.92353280177572,0.60308129075994 ,0.457125107681969,1.0111869464452  ,0.35060964268376 ,0.650440668449704,1.11512764459527,70.6584772888463,231.55919799755 ,-3.01140078350952e-14,216.311527284645,71.8717957467874,-6.0948425427019e-12
399.266331658292,-721169296.600663,-734114346.799256,-53730.5952766043,7867.25426091724,-45496.1304666819,2.2948723021798 ,1.52746219437406,1.92628313130374,0.603815673186847,0.457714604052039,1.01092541546895 ,0.350621704053248,0.650407668303144,1.11473980747589,70.6454883605779,231.587457387028,-1.63090319142127e-14,216.35766296839 ,71.8533806542483,6.51869033081631e-12
401.778894472362,-721711814.96018 ,-734650043.617146,-53771.6848346929,7870.37934483048,-45539.0669914801,2.2978459037827 ,1.52940982937321,1.92902322038222,0.604547184591726,0.458301843893478,1.01066577706011 ,0.350633690991894,0.650374880149951,1.11435480394427,70.6328575813866,231.615610929903,-6.15083904050919e-15,216.403969420818,71.8349928963377,1.00299208138938e-11
404.291457286432,-722252930.899944,-735184864.85817 ,-53812.6127516805,7873.4894453441 ,-45581.8146265964,2.30080923203821,1.53135116806634,1.93175318128512,0.605275856587799,0.4588868519221  ,1.01040800563504 ,0.350645604420271,0.650342301314764,1.11397259549808,70.6205428273348,231.64371708084 ,5.06818214034165e-15 ,216.450445804348,71.8166315370844,-1.24649121205675e-11
406.804020100502,-722792661.622815,-735718825.437344,-53853.3807760656,7876.58473424849,-45624.3755031716,2.30376239671778,1.53328627355881,1.93447312436396,0.606001720244786,0.459469652430448,1.01015207611372 ,0.350657445241931,0.650309929172354,1.11359314439558,70.6085166172833,231.671812608204,7.39520156328796e-15 ,216.497091296057,71.7982956590759,5.3683597996524e-15
409.316582914573,-723331024.151404,-736251940.039952,-53893.9906267338,7879.66538030158,-45666.7517151325,2.30670550575458,1.53521520795585,1.93718315809253,0.606724806101578,0.460050269297636,1.00989796390679 ,0.350669214343825,0.650277761146383,1.11321641363606,70.5967594092259,231.699922545089,-6.12124965293098e-16,216.543905087422,71.7799843630024,-1.72742343412427e-11
411.829145728643,-723868035.307192,-736784223.126835,-53934.4439936399,7882.73154930088,-45708.9453200679,2.3096386652854 ,1.5371380323843 ,1.93988338911025,0.607445144178535,0.460628725998901,1.00964564490298 ,0.350680912596708,0.650245794708194,1.11284236694074,70.5852564534694,231.728064861296,-3.70954592047501e-15,216.590886384065,71.7616967672123,-3.24801922609513e-11
414.341708542714,-724403711.699565,-737315688.939543,-53974.7425384682,7885.78340415326,-45750.9583400798,2.31256197969143,1.53905480701364,1.94257392226433,0.608162763989435,0.461205045614879,1.00939509545692 ,0.350692540855528,0.650214027375651,1.11247096873439,70.5739961174553,231.756252950815,-9.18499330985916e-15,216.638034405504,71.7434320072821,1.64440944012953e-14
416.854271356784,-724938069.720263,-737846351.505335,-54014.8878952753,7888.82110494274,-45792.7927626088,2.31547555163782,1.54096559107653,1.94525486065069,0.608877694553068,0.461779250840612,1.00914629237742 ,0.350704099959811,0.650182456712002,1.11210218412747,70.5629689115448,231.784497078618,-1.03224396698798e-14,216.685348384905,71.7251892355977,-6.82143177027292e-14
