mu,VN,VCB,m112,m122,m222,lam1,lam2,lam3,lam4,lam5,yt,gp,g
275.79797979798,-542886483.739559,-549442384.489265,1855.14514919789,1036.06424804652,-61412.5155882013,0.00223265865268367,3.62986484669871,-0.0759022406627146,0.659808519326654,-0.597052859619647,1.30229563117522,0.349916948372656,0.652350143572069
276.30303030303,-543027723.046661,-549593165.902565,1854.37712714392,1036.08698413921,-61433.7448856085,0.00225460537648396,3.63199949754802,-0.0758485410909166,0.659960175327066,-0.597195069700438,1.30223736378921,0.349920423142954,0.652340494610807
276.808080808081,-543168906.959197,-549744086.145088,1853.60991280027,1036.109672727,-61454.9512286994,0.00227651997383563,3.6341328082764,-0.0757948794203001,0.660111631516921,-0.597337093619217,1.3021792282636,0.349923891670797,0.652330863697625
277.313131313131,-543310035.935904,-549895144.606112,1852.84350359918,1036.13231399599,-61476.1346948399,0.00229840255573212,3.63626478333923,-0.0757412555349876,0.660262888573831,-0.597478932005041,1.30212122405936,0.349927353978762,0.652321250765914
277.818181818182,-543451110.433613,-550046340.690392,1852.07789698561,1036.15490813124,-61497.295360999,0.00232025323258041,3.63839542717094,-0.0756876693196329,0.660413947171876,-0.597620585483699,1.30206335064066,0.349930810089302,0.652311655749432
278.323232323232,-543592130.907255,-550197673.81755,1851.31309041719,1036.1774553167,-61518.4333037519,0.00234207211420518,3.64052474418509,-0.0756341206594177,0.66056480798163,-0.597762054677734,1.3020056074748,0.349934260024749,0.652302078582302
278.828282828283,-543733097.809873,-550349143.421515,1850.5490813641,1036.1999557353,-61539.5485992827,0.00236385930985296,3.64265273877459,-0.0755806094400481,0.660715471670188,-0.597903340206465,1.30194799403224,0.349937703807312,0.652292519199007
279.333333333333,-543874011.592632,-550500748.950023,1849.78586730901,1036.22240956894,-61560.641323387,0.0023856149281962,3.64477941531178,-0.0755271355477517,0.660865938901187,-0.598044442686011,1.30189050978655,0.349941141459084,0.652282977534388
279.838383838384,-544014872.704833,-550652489.864157,1849.02344574699,1036.24481699846,-61581.7115514748,0.00240733907733733,3.64690477814855,-0.0754736988692739,0.661016210334832,-0.598185362729311,1.30183315421438,0.349944573002034,0.652273453523645
280.343434343434,-544155681.593917,-550804365.637927,1848.26181418539,1036.26717820367,-61602.7593585729,0.00242903186481282,3.64902883161653,-0.0754202992918747,0.661166286627922,-0.59832610094615,1.30177592679544,0.349947998458017,0.652263947102329
280.848484848485,-544296438.705483,-550956375.75788,1847.50097014382,1036.28949336337,-61623.7848193277,0.00245069339759711,3.65115158002717,-0.0753669367033259,0.661316168433869,-0.598466657943177,1.3017188270125,0.349951417848769,0.652254458206341
281.353535353535,-544437144.483297,-551108519.722744,1846.74091115402,1036.31176265536,-61644.788008008,0.0024723237821066,3.6532730276719,-0.0753136109919071,0.661465856402724,-0.598607034323928,1.30166185435134,0.349954831195909,0.652244986771934
281.858585858586,-544577799.3693,-551260797.043093,1845.98163475981,1036.33398625642,-61665.768998507,0.00249392312420356,3.65539317882223,-0.0752603220464032,0.661615351181202,-0.598747230688851,1.30160500830071,0.349958238520941,0.652235532735703
282.363636363636,-544718403.803621,-551413207.241035,1845.22313851698,1036.35616434232,-61686.7278643457,0.00251549152919999,3.65751203772991,-0.075207069756101,0.661764653412703,-0.598887247635321,1.30154828835237,0.349961639845253,0.652226096034589
282.868686868687,-544858958.224591,-551565749.849917,1844.46541999324,1036.37829708787,-61707.6646786747,0.0025370291018615,3.65962960862705,-0.075153854010786,0.661913763737336,-0.599027085757667,1.30149169400101,0.349965035190121,0.652216676605871
283.373737373737,-544999463.068747,-551718424.414056,1843.7084767681,1036.40038466688,-61728.5795142772,0.00255853594641108,3.66174589572621,-0.0751006747007396,0.662062682791941,-0.59916674564719,1.30143522474424,0.349968424576707,0.652207274387171
283.878787878788,-545139918.770848,-551871230.488474,1842.95230643284,1036.42242725218,-61749.4724435713,0.00258001216653296,3.66386090322058,-0.0750475317167353,0.662211411210111,-0.599306227892185,1.30137888008258,0.349971808026058,0.652197889316441
