mu              ,VN               ,VCB              ,m112             ,m122            ,m222             ,lam1            ,lam2             ,lam3            ,lam4             ,lam5              ,yt               ,gp               ,g                ,gs              ,nvev1            ,nvev2           ,nvev3                ,cbvev1           ,cbvev2           ,cbvev3
600.27135678392 ,-502629376.884629,-609838778.880842,-95365.2791804207,220.535448294332,-33632.5836284447,12.8581400921131,1.20101685845896 ,4.01278359065325,1.08967439421495 ,-0.88922023724126 ,0.957638327530072,0.35140340832687 ,0.648286732990205,1.09051519455223,-18.6530923237989,268.545073476334,-2.60587098581523e-16,-161.436576089244,-9.40286868783717,-8.83713148867726e-11
602.78391959799 ,-504042571.634204,-613609209.85437 ,-95571.514251446 ,220.580567724206,-33688.1571199208,12.9117118628465,1.20371691608347 ,4.02454675151961,1.09175131237452 ,-0.890980413192843,0.957473538646499,0.351411443090187,0.648265113613126,1.09027515012322,-17.8765556853375,269.026166322734,3.09347186782371e-14 ,-161.676033559857,-9.3086885994307 ,-1.62583168956981e-11
605.29648241206 ,-505466008.141649,-617436007.748565,-95778.1848877231,220.625627629656,-33743.7563277343,12.9655058211094,1.20642098332429 ,4.03633854300661,1.09383001660396 ,-0.892742144902962,0.957309534400692,0.351419444979774,0.648243586313468,1.09003626164392,-17.1431195161819,269.49444712451 ,9.2486434863529e-16  ,-161.91706823592 ,-9.21554616676886,-1.39254166187096e-12
607.809045226131,-506900047.096325,-621320118.629705,-95985.2954748294,220.670628884363,-33799.3821819927,13.0195238052043,1.20912909829444 ,4.04815922794192,1.09591054052994 ,-0.894505460597756,0.957146307776825,0.35142741426578 ,0.648222150319153,1.08979851871565,-16.4506590908155,269.951486007709,-1.81587612617173e-17,-162.15049850822 ,-9.22424801756573,1.5482378387892
610.321608040201,-508345040.823832,-625262607.416916,-96192.8504154834,220.715572354103,-33855.0356104702,13.0737676687201,1.21184129921251 ,4.06000907038583,1.09799291774996 ,-0.896270388481832,0.956983851850736,0.351435351215027,0.648200804867734,1.08956191107616,-15.7969806290646,270.398726375916,1.38253945812431e-14 ,-162.40385062841 ,-9.03236192055667,-4.04953204256198e-11
612.834170854271,-509801334.080527,-629264364.481492,-96400.8541300248,220.7604588969  ,-33910.7175387265,13.1282392807545,1.21455762440606 ,4.07188833565957,1.10007718183628 ,-0.898036956741546,0.956822159788346,0.351443256091068,0.64817954920624 ,1.08932642859726,-15.1798754761571,270.837484937458,-1.67489904113491e-14,-162.638213603841,-9.06649046469646,1.71747123742652
615.346733668342,-511269264.934635,-633326550.99976 ,-96609.3110568948,220.805289363168,-33966.4288902232,13.1829405261377,1.21727811231487 ,4.08379729037369,1.10216336633983 ,-0.899805193548263,0.956661224844129,0.351451129154237,0.648158382591015,1.08909206128254,-14.5971619840599,271.268955534745,-1.26701284888446e-16,-162.896884043613,-8.85328719174959,-1.9703743011224e-12
617.859296482412,-512749165.687093,-637450092.739048,-96818.2256531176,220.850064595857,-34022.1705864401,13.2378733056597,1.22000280149436 ,4.09573620245661,1.1042515047941  ,-0.901575127061589,0.956501040359602,0.351458970661705,0.64813730428757 ,1.08885879926513,-14.0467166176002,271.694215525469,1.10488079371103e-14 ,-163.145731712008,-8.76528024259984,-9.54169179221445e-12
620.371859296482,-514241363.797335,-641636061.445256,-97027.6023947823,220.894785430594,-34077.943546989 ,13.2930395362992,1.22273173061887 ,4.10770534118322,1.10634163071896 ,-0.903346785432572,0.956341599761852,0.351466780867525,0.64811631357043 ,1.08862663280548,-13.5264959873857,272.114233715771,9.65403755516985e-15 ,-163.389132208595,-8.77403284824772,1.30598665118342
622.884422110553,-515746182.789497,-645885601.023469,-97237.4457775269,220.939452695819,-34133.7486897276,13.3484411514566,1.225464938485   ,4.11970497720358,1.10843377762453 ,-0.90512019680689 ,0.956182896562091,0.351474560022689,0.648095409722988,1.08839555228922,-13.0345514901136,272.529879083388,3.15347526913309e-16 ,-163.648060768068,-8.59230284933041,-3.55845689442362e-11
625.396984924623,-517263943.122721,-650199735.274894,-97447.760317023 ,220.984067212923,-34189.5869308711,13.4040801011882,1.22820246401502 ,4.13173538257182,1.11052797901493 ,-0.906895389328005,0.956024924354247,0.351482308375172,0.648074592037363,1.08816554822505,-12.569038097395 ,272.941929736089,-7.28579203293492e-18,-163.901530231152,-8.50732173178248,3.63944513783476e-10
627.909547738694,-518794963.015574,-654579598.571403,-97658.5505494617,221.028629796384,-34245.4591851036,13.4599583524445,1.23094434626015 ,4.14379683077509,1.11262426839205 ,-0.908672391140303,0.955867676813577,0.351490026169983,0.648053859814255,1.08793661124266,-12.1282186366215,273.35108172081 ,2.17490949314616e-15 ,-164.156528007256,-8.42333806967906,-2.02184795544892e-11
630.422110552764,-520339559.219336,-659026320.939357,-97869.8210320421,221.07314125389 ,-34301.3663656877,13.5160778893106,1.23369062440397 ,4.15588959676272,1.11472267925933 ,-0.91045123039221 ,0.955711147695312,0.351497713649212,0.648033212362815,1.08770873209074,-11.7104646922206,273.757957432023,-8.30194035176543e-17,-164.413047591389,-8.34034582985627,-3.63931495525713e-11
632.934673366834,-521898047.738344,-663541051.384452,-98081.5763434609,221.117602386478,-34357.3093845739,13.5724407132503,1.23644133776578 ,4.16801395697548,1.11682324512542 ,-0.91223193523929 ,0.955555330833328,0.351505371052074,0.648012649000498,1.08748190163494,-11.3142550475118,274.163113468125,-1.54173826442344e-17,-164.671082259516,-8.25833873100254,-3.67363238969394e-11
635.447236180905,-523470744.497914,-668124958.180361,-98293.8210844032,221.162013988651,-34413.2891525083,13.6290488433525,1.23919652580397 ,4.180170189375  ,1.11892599950791 ,-0.914014533847319,0.955400220138853,0.351512998614958,0.647992169052945,1.087256110856  ,-10.9381723996442,274.567047857345,-3.87833439994652e-18,-164.930625067616,-8.1773102596669 ,5.48538928214349e-12
637.959798994975,-525057965.961947,-672779229.160828,-98506.5598780369,221.20637684851 ,-34469.3065791395,13.685904316581 ,1.24195622811943 ,4.1923585734734 ,1.121030975937   ,-0.915799054395351,0.955245809599184,0.351520596571468,0.647971771853838,1.0870313508478 ,-10.5808989184332,274.970206625597,-2.33523849963136e-16,-165.191668850833,-8.09725368570258,3.49584567758878e-10
